T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
17.1,28.3,7.8,1012.2,55,6.3,1.3,5.4,365.29166666666674
17.1,28.3,7.8,1012.2,55,6.3,1.3,5.4,365.29166666666674
17.1,28.3,7.8,1012.2,55,6.3,1.3,5.4,365.29166666666674
17.1,28.3,7.8,1012.2,55,6.3,1.3,5.4,365.29166666666674
17.1,28.3,7.8,1012.2,55,6.3,1.3,5.4,365.29166666666674
17.1,28.3,7.8,1012.2,55,6.3,1.3,5.4,365.29166666666674
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
18.1,29.3,6.9,1011.1,51,6.6,0.7,3.5,312.2083333333333
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
16.9,28.1,7.4,1014.0,62,6.3,0.7,5.4,121.33333333333331
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
17.4,30.2,6.8,1013.4,56,5.5,1.5,7.6,202.875
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.3,31.9,7.0,1013.8,53,5.5,0.7,3.5,260.1666666666667
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
18.1,30.5,7.0,1012.4,56,4.0,1.1,3.5,277.7083333333333
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
19.7,30.7,9.6,1013.2,49,6.6,1.3,3.5,284.1666666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
18.6,30.6,9.4,1012.5,59,6.3,1.1,5.4,288.4166666666667
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.8,28.9,12.4,1016.2,68,5.5,1.7,7.6,166.91666666666666
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
19.7,28.2,13.0,1014.9,68,5.5,0.2,1.9,169.0
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.6,29.5,13.0,1013.8,68,5.5,0.7,3.5,186.04166666666663
20.5,29.3,14.2,1014.1,69,6.3,0.9,5.4,nan
20.5,29.3,14.2,1014.1,69,6.3,0.9,5.4,nan
20.5,29.3,14.2,1014.1,69,6.3,0.9,5.4,nan
20.5,29.3,14.2,1014.1,69,6.3,0.9,5.4,nan
20.5,29.3,14.2,1014.1,69,6.3,0.9,5.4,nan
20.5,29.3,14.2,1014.1,69,6.3,0.9,5.4,nan
20.5,29.3,14.2,1014.1,69,6.3,0.9,5.4,nan
20.5,29.3,14.2,1014.1,69,6.3,0.9,5.4,nan
23.9,31.4,21.1,1011.9,85.0,5.5,1.3,3.5,41.958333333333336
23.9,31.4,21.1,1011.9,85.0,5.5,1.3,3.5,41.958333333333336
23.9,31.4,21.1,1011.9,85.0,5.5,1.3,3.5,41.958333333333336
23.9,31.4,21.1,1011.9,85.0,5.5,1.3,3.5,41.958333333333336
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
26.3,33.1,20.8,1010.6,71.0,6.9,1.1,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
27.8,34.7,23.6,1009.6,63.0,6.3,2.2,5.4,0.0
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
25.3,32.9,21.0,1008.6,75.0,6.3,0.9,5.4,45.75
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
24.8,30.3,21.4,1008.6,81.0,5.5,1.9,5.4,70.70833333333333
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.7,32.4,20.7,1008.8,77.0,5.5,0.4,3.5,51.79166666666666
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.5,33.3,18.1,1006.4,52.0,7.4,2.6,7.6,0.0
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
25.3,33.9,16.6,1008.8,55.0,6.9,1.7,7.6,11.583333333333336
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
27.2,34.0,19.6,1010.5,66.0,6.3,0.9,3.5,13.0
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.3,32.9,21.0,1010.2,71.0,6.3,1.5,3.5,156.25
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.1,32.9,20.6,1011.1,66.0,6.9,2.8,9.4,156.0
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
26.8,33.1,19.5,1011.8,62.0,6.6,3.1,11.1,151.79166666666666
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,23.0,19.3,1013.0,83.0,4.0,1.3,5.4,252.625
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
20.7,24.0,17.5,1014.7,88.0,4.8,3.1,7.6,119.41666666666669
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.1,26.0,19.6,1014.4,81.0,6.3,2.8,7.6,126.0
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
22.7,31.8,15.4,1011.9,59.0,6.3,1.5,5.4,232.33333333333331
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.1,32.3,15.7,1012.0,57.0,6.3,1.7,7.6,215.54166666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.4,32.4,15.2,1012.0,60.0,6.3,1.3,5.4,239.41666666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
23.8,32.7,17.2,1012.9,65.0,5.5,1.5,5.4,196.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,32.3,15.4,1012.5,56.0,6.3,0.2,1.9,232.54166666666663
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
22.8,31.0,15.6,1012.7,56.0,5.5,1.9,5.4,185.5
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
23.1,31.4,15.0,1012.7,53.0,6.3,1.9,5.4,282.1666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
25.7,31.8,21.3,1011.9,69.0,6.9,4.4,7.6,257.6666666666667
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
24.4,28.6,21.8,1013.5,77.0,6.6,4.8,11.1,166.875
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
22.5,24.8,21.3,1013.9,94.0,4.0,1.5,5.4,135.16666666666666
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
24.4,30.9,20.1,1013.8,78.0,4.8,2.8,9.4,211.45833333333331
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.7,31.0,16.4,1013.4,63.0,5.5,2.0,7.6,215.5
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
22.1,30.1,15.6,1012.9,66.0,5.8,2.6,9.4,223.375
20.9,29.3,15.1,1013.1,70.0,5.5,1.9,9.4,135.58333333333334
20.9,29.3,15.1,1013.1,70.0,5.5,1.9,9.4,135.58333333333334
20.9,29.3,15.1,1013.1,70.0,5.5,1.9,9.4,135.58333333333334
20.9,29.3,15.1,1013.1,70.0,5.5,1.9,9.4,135.58333333333334
20.9,29.3,15.1,1013.1,70.0,5.5,1.9,9.4,135.58333333333334
20.9,29.3,15.1,1013.1,70.0,5.5,1.9,9.4,135.58333333333334
20.9,29.3,15.1,1013.1,70.0,5.5,1.9,9.4,135.58333333333334
20.9,29.3,15.1,1013.1,70.0,5.5,1.9,9.4,135.58333333333334
